Query,ts,dport,count
-,94,642,16
-,14,642,21
m,42,255,2
m,48,255,2
google,16,840,34
yahoo,19,787,11
maps,87,404,7
google.com,87,621,11
google.com,87,621,11
google.com,87,621,11
myspace.com,26,371,4
mapquest,33,475,6
-,44,642,16
mapquest,89,475,6
google,1,840,14
home depot,65,354,2
google,92,840,14
horoscope,28,77,2
horoscope,77,77,1
ebay,8,395,3
ebay,23,395,13
ebay,32,395,2
goggle,45,161,2
myspace.com,21,371,6
msn.com,38,679,2
mapquest,44,475,5
mapquest,44,475,5
southwest airlines,86,24,1
msn.com,13,679,2
msn.com,38,679,2
horoscopes,21,970,3
horoscopes,21,970,3
yahoo,86,787,19
prom dresses,20,137,6
prom dresses,20,137,6
prom dresses,20,137,6
prom dresses,20,137,6
prom dresses,20,137,6
evo.qksrv.net,7,238,2
evo.qksrv.net,80,238,1
evo.qksrv.net,81,238,1
google,22,840,39
google,22,840,39
google,22,840,39
google,22,840,39
mapquest,35,475,2
google,1,840,14
google,1,840,14
google,1,840,14
yahoo,16,787,7
ebay,22,395,17
-,21,642,26
-,43,642,34
-,67,642,17
-,8,642,10
-,8,642,10
ebay,36,395,9
ebay,38,395,6
ebay,70,395,21
ebay,87,395,13
ebay,18,395,16
ebay,18,395,16
internet,22,775,3
games.myspace.com,45,800,12
http,10,832,4
http,10,832,4
google,41,840,32
google,41,840,32
google,41,840,32
google,71,840,27
google,13,840,22
google,13,840,22
google,13,840,22
google,13,840,22
myspace,1,803,2
-,18,642,27
-,18,642,27
-,18,642,27
-,18,642,27
-,18,642,27
yellow pages,65,185,4
yellow pages,65,185,4
yellow pages,69,185,3
yahoo,21,787,13
-,85,642,21
walmart,62,513,4
walmart,62,513,4
www.google.com,24,244,3
-,18,642,27
myspace layouts,95,609,14
myspace layouts,95,609,14
myspace layouts,95,609,14
myspace layouts,95,609,14
myspace layouts,95,609,14
myspace layouts,95,609,14
myspace layouts,95,609,14
myspace layouts,95,609,14
myspace layouts,95,609,14
myspace layouts,95,609,14
myspace layouts,95,609,14
myspace layouts,95,609,14
myspace layouts,95,609,14
myspace layouts,95,609,14
myspace layouts,96,609,2
myspace layouts,96,609,2
-,18,642,27
-,36,642,9
-,91,642,27
-,91,642,27
myspace.com,45,371,6
map quest,7,442,5
map quest,7,442,5
map quest,7,442,5
map quest,7,442,5
map quest,7,442,5
-,12,642,8
ebay,38,395,6
map quest,91,442,4
map quest,91,442,4
yahoo,10,787,7
yahoo,10,787,7
yahoo,10,787,7
yahoo,10,787,7
yahoo,10,787,7
yahoo,13,787,7
yahoo,13,787,7
yahoo,13,787,7
yahoo,14,787,18
yahoo,18,787,12
yahoo,18,787,12
yahoo,18,787,12
yahoo,19,787,11
yahoo,19,787,11
yahoo,19,787,11
yahoo,20,787,23
yahoo,20,787,23
yahoo,20,787,23
yahoo,20,787,23
yahoo,20,787,23
yahoo,22,787,14
yahoo,22,787,14
yahoo,22,787,14
yahoo,22,787,14
yahoo,22,787,14
yahoo,22,787,14
yahoo,33,787,6
yahoo,34,787,7
yahoo,36,787,8
yahoo,36,787,8
yahoo,36,787,8
yahoo,41,787,15
yahoo,41,787,15
yahoo,41,787,15
yahoo,41,787,15
yahoo,41,787,15
yahoo,41,787,15
yahoo,43,787,18
yahoo,43,787,18
yahoo,45,787,18
yahoo,45,787,18
yahoo,45,787,18
yahoo,45,787,18
yahoo,49,787,10
yahoo,49,787,10
yahoo,49,787,10
yahoo,50,787,6
yahoo,50,787,6
yahoo,70,787,6
yahoo,70,787,6
yahoo,70,787,6
yahoo,74,787,7
yahoo,74,787,7
yahoo,74,787,7
yahoo,81,787,4
yahoo,81,787,4
yahoo,82,787,7
yahoo,82,787,7
yahoo,84,787,6
yahoo,84,787,6
yahoo,86,787,19
yahoo,86,787,19
yahoo,86,787,19
yahoo,86,787,19
yahoo,86,787,19
yahoo,89,787,16
yahoo,89,787,16
yahoo,89,787,16
yahoo,92,787,9
yahoo,92,787,9
ebay.com,16,1000,4
www.yahoo.com,18,16,6
-,39,642,26
irs,57,417,4
irs,57,417,4
irs,57,417,4
irs,57,417,4
irs,58,417,2
irs,58,417,2
ebay,58,395,7
ebay,58,395,7
ebay,58,395,7
m,71,255,1
-,37,642,10
-,100,642,1
ebay,49,395,11
google.com,20,621,30
-,36,642,9
-,36,642,9
map quest,23,442,5
-,16,642,8
-,17,642,25
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
antique trunk,14,293,50
-,14,642,21
-,14,642,21
weather,33,808,3
-,87,642,19
southwest airlines,65,24,2
map quest,66,442,5
www.hotmail.com,20,884,4
-,62,642,21
ebay,48,395,8
google.com,21,621,9
google.com,41,621,4
yahoo.com,59,190,7
southwest airlines,17,24,3
southwest airlines,17,24,3
ebay,18,395,16
ebay,57,395,4
ebay,72,395,21
ebay,72,395,21
ebay,72,395,21
ebay,72,395,21
ebay,82,395,8
ebay,82,395,8
walmart,75,513,1
-,1,642,5
msn,19,382,3
msn,22,382,6
msn,22,382,6
msn,22,382,6
msn,41,382,2
msn,41,382,2
msn,43,382,1
msn,56,382,3
msn,56,382,3
msn,58,382,4
msn,58,382,4
msn,58,382,4
msn,58,382,4
msn,68,382,5
msn,80,382,4
msn,80,382,4
msn,80,382,4
msn,80,382,4
google,80,840,3
google,81,840,14
google,81,840,14
internet,24,775,4
internet,27,775,1
internet,50,775,3
internet,50,775,3
internet,50,775,3
internet,75,775,4
internet,75,775,4
internet,75,775,4
internet,75,775,4
google.com,48,621,11
paintball,9,340,3
paintball,9,340,3
paintball,9,340,3
google,60,840,10
-,59,642,13
-,82,642,16
google,36,840,5
orbitz,71,625,1
ask jeeves,23,836,3
ask jeeves,23,836,3
ask jeeves,23,836,3
horoscope,24,77,4
ebay,22,395,17
mapquest.com,12,451,3
www.ebay.com,24,31,1
www.ebay.com,43,31,2
www.ebay.com,43,31,2
www.ebay.com,44,31,2
www.ebay.com,46,31,4
www.ebay.com,69,31,3
www.ebay.com,69,31,3
mapquest,18,475,5
mapquest,18,475,5
weather,21,808,12
weather,21,808,12
internet,6,775,1
weather,11,808,3
internet,1,775,2
google,22,840,39
google,22,840,39
google,22,840,39
-,16,642,8
-,16,642,8
-,16,642,8
-,58,642,16
ebay,79,395,4
games.myspace.com,22,800,33
games.myspace.com,22,800,33
games.myspace.com,22,800,33
amazon.com,64,571,3
amazon.com,64,571,3
amazon.com,64,571,3
hotmail.com,18,894,4
google.com,18,621,6
google.com,18,621,6
paintball,21,340,11
paintball,21,340,11
paintball,21,340,11
paintball,21,340,11
paintball,21,340,11
paintball,21,340,11
paintball,21,340,11
paintball,21,340,11
paintball,42,340,6
paintball,42,340,6
paintball,42,340,6
paintball,42,340,6
paintball,42,340,6
paintball,42,340,6
internet,18,775,8
american idol,47,223,6
american idol,47,223,6
american idol,47,223,6
bank of america,21,466,3
bank of america,82,466,1
myspace.com,83,371,3
bank of america,93,466,7
google,10,840,15
google,10,840,15
google,11,840,12
google,11,840,12
google,12,840,10
google,16,840,34
google,18,840,23
google,38,840,8
google,43,840,27
google,43,840,27
google,61,840,12
google,65,840,19
google,66,840,16
google,66,840,16
google,66,840,16
google,66,840,16
google.com,12,621,2
internet,16,775,8
internet,16,775,8
internet,16,775,8
ebay,12,395,5
ebay,34,395,6
ebay,84,395,11
ebay,84,395,11
myspace.com,3,371,3
www.myspace.com,15,365,2
www.myspace.com,15,365,2
yahoo.com,25,190,5
yahoo.com,25,190,5
yahoo.com,25,190,5
-,26,642,3
yahoo.com,26,190,2
yahoo.com,32,190,1
yahoo.com,33,190,6
yahoo.com,33,190,6
yahoo mail,22,793,5
yahoo mail,22,793,5
horoscopes,37,970,3
horoscopes,37,970,3
yahoo.com,21,190,18
games.myspace.com,23,800,9
games.myspace.com,23,800,9
games.myspace.com,23,800,9
games.myspace.com,23,800,9
games.myspace.com,23,800,9
games.myspace.com,36,800,1
games.myspace.com,47,800,7
games.myspace.com,63,800,14
-,12,642,8
-,20,642,18
myspace.com,39,371,3
-,40,642,24
-,40,642,24
-,13,642,12
internet,23,775,2
google,25,840,29
google,25,840,29
google,25,840,29
pogo,44,150,3
yahoo.com,84,190,6
yahoo.com,84,190,6
-,85,642,21
evo.qksrv.net,6,238,5
evo.qksrv.net,6,238,5
evo.qksrv.net,6,238,5
evo.qksrv.net,6,238,5
evo.qksrv.net,6,238,5
-,61,642,17
google,21,840,22
google,42,840,23
google,42,840,23
google,42,840,23
myspace.com,43,371,2
google.com,44,621,18
google.com,44,621,18
google.com,44,621,18
myspace.com,45,371,6
google,12,840,10
dictionary,35,488,4
google,35,840,13
mapquest,37,475,11
mapquest,45,475,11
google,84,840,31
internet,20,775,5
-,40,642,24
m,21,255,3
m,21,255,3
internet,14,775,5
-,15,642,12
-,17,642,25
-,62,642,21
myspace,23,803,9
myspace,24,803,5
myspace,44,803,6
myspace,44,803,6
myspace,45,803,8
myspace,47,803,8
myspace,61,803,13
myspace,61,803,13
myspace,65,803,6
myspace,69,803,4
myspace,99,803,3
horoscopes,23,970,5
google,41,840,32
goggle,47,161,1
-,76,642,4
ancestry.com,94,363,2
ancestry.com,94,363,2
yahoo,39,787,7
yahoo,40,787,8
yahoo,33,787,6
yahoo,57,787,5
www.myspace.com,25,365,3
www.myspace.com,25,365,3
google,25,840,29
google,25,840,29
yahoo,21,787,13
yahoo.com,21,190,18
yahoo.com,21,190,18
familywatchdog.us,21,496,16
familywatchdog.us,21,496,16
map quest,47,442,1
google,98,840,9
-,14,642,21
yahoo,5,787,1
yahoo,34,787,7
yahoo,35,787,4
yahoo.com,35,190,9
yahoo,38,787,12
yahoo,39,787,7
yahoo,41,787,15
yahoo,42,787,5
yahoo,42,787,5
yahoo,77,787,3
mapquest,19,475,6
mapquest,20,475,7
mapquest,20,475,7
mapquest,20,475,7
msn.com,25,679,1
google,1,840,14
google,1,840,14
google,1,840,14
weather,22,808,15
google,25,840,29
google,37,840,26
google,37,840,26
google,37,840,26
google,42,840,23
google,64,840,28
google,41,840,32
www.google.com,1,244,1
horoscopes,10,970,38
horoscopes,57,970,2
ebay,58,395,7
ebay.com,17,1000,6
-,70,642,23
mapquest,70,475,7
ask jeeves,45,836,7
ask jeeves,45,836,7
ask jeeves,46,836,1
american idol,46,223,9
yahoo,72,787,7
yahoo,95,787,10
-,19,642,16
ebay,21,395,9
-,57,642,11
yahoo.com,91,190,10
yahoo.com,91,190,10
ebay,4,395,1
american idol,19,223,3
mapquest.com,89,451,3
mapquest.com,96,451,1
-,96,642,16
google,21,840,22
irs,19,417,2
irs,19,417,2
-,48,642,9
google.com,23,621,8
walmart,56,513,3
google,91,840,14
google,91,840,14
walmart,14,513,1
target,48,79,2
target,48,79,2
ebay,89,395,13
target,90,79,1
target,92,79,1
target,95,79,1
myspace,48,803,6
myspace.com,48,371,3
myspace.com,71,371,9
google,22,840,39
google,22,840,39
google,22,840,39
google,22,840,39
-,20,642,18
american idol,81,223,2
http,36,832,1
horoscope,23,77,4
evo.qksrv.net,9,238,19
.com,16,746,3
google,96,840,20
google,98,840,9
walmart,21,513,1
orbitz,24,625,1
m,22,255,2
runescape,69,568,1
runescape,71,568,1
runescape,72,568,2
runescape,73,568,2
runescape,81,568,1
www.myspace.com,1,365,3
www.myspace.com,1,365,3
www.myspace.com,1,365,3
m,48,255,2
www.google.com,3,244,2
www.google.com,3,244,2
www.google.com,4,244,1
www.google.com,29,244,1
www.google.com,35,244,3
www.google.com,35,244,3
www.google.com,36,244,2
www.hotmail.com,53,884,2
www.hotmail.com,53,884,2
www.google.com,61,244,1
www.google.com,72,244,4
www.google.com,72,244,4
www.google.com,73,244,2
www.google.com,73,244,2
www.google.com,84,244,6
www.google.com,84,244,6
www.google.com,92,244,5
www.google.com,93,244,4
msn,7,382,1
msn,12,382,1
yahoo,43,787,18
msn,60,382,2
yahoo,89,787,16
google,83,840,24
google,83,840,24
maps,15,404,2
google,37,840,26
google.com,37,621,4
map quest,17,442,2
pogo,17,150,4
pogo,21,150,2
pogo,21,150,2
pogo,96,150,3
google,21,840,22
google,22,840,39
-,4,642,4
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,9,151,21
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
free gife cards,10,151,26
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,32,929,29
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
wb cartoons pictures,33,929,71
-,44,642,16
google,44,840,45
google,53,840,5
-,79,642,6
mapquest,38,475,5
mapquest,38,475,5
google,81,840,14
yahoo,33,787,6
walmart,17,513,1
myspace,66,803,1
walmart,23,513,2
-,70,642,23
msn.com,18,679,1
-,22,642,18
mapquest,16,475,5
www.yahoo.com,95,16,3
www.google,20,179,1
internet,24,775,4
yellow pages,36,185,2
southwest.com,1,945,9
southwest.com,1,945,9
southwest.com,1,945,9
southwest.com,1,945,9
southwest.com,1,945,9
southwest.com,1,945,9
southwest.com,1,945,9
southwest.com,1,945,9
southwest.com,2,945,4
southwest.com,2,945,4
southwest.com,2,945,4
southwest.com,2,945,4
southwest.com,12,945,2
southwest.com,12,945,2
southwest.com,13,945,2
southwest.com,19,945,1
-,86,642,20
-,86,642,20
google,18,840,23
myspace,20,803,1
myspace,21,803,6
myspace,21,803,6
http,43,832,7
myspace,43,803,4
myspace,43,803,4
myspace,43,803,4
myspace,44,803,6
myspace,67,803,9
yahoo,2,787,8
yahoo,7,787,2
yahoo,8,787,4
yahoo,9,787,5
yahoo,9,787,5
yahoo,9,787,5
yahoo,9,787,5
yahoo,10,787,7
ebay,18,395,16
horoscopes,42,970,1
.com,6,746,1
ebay,19,395,12
ebay,44,395,14
american idol,56,223,1
ebay,13,395,6
google,23,840,23
google,23,840,23
google.com,63,621,22
google.com,63,621,22
google.com,63,621,22
google.com,63,621,22
mapquest,20,475,7
mapquest,45,475,11
mapquest,64,475,7
ebay,100,395,4
ebay,95,395,17
dictionary,16,488,1
yahoo,16,787,7
yahoo,18,787,12
google,18,840,23
yahoo,18,787,12
yahoo,65,787,5
sex,96,35,1
mapquest,50,475,2
mapquest,50,475,2
www.google.com,18,244,5
www.google.com,19,244,5
-,87,642,19
ebay,92,395,11
weather,15,808,3
weather,15,808,3
weather,15,808,3
google,17,840,28
google,17,840,28
google,18,840,23
msn.com,3,679,1
ebay,13,395,6
internet,86,775,1
map quest,13,442,5
google,35,840,13
bankofamerica,17,305,1
-,10,642,9
google,20,840,30
google,20,840,30
google,84,840,31
google,84,840,31
google,84,840,31
google,84,840,31
google,84,840,31
mapquest,87,475,6
american idol,22,223,3
ebay.com,58,1000,3
ebay.com,81,1000,2
-,66,642,12
hotmail.com,25,894,1
hotmail.com,52,894,2
fidelity.com,13,554,4
fidelity.com,13,554,4
fidelity.com,13,554,4
fidelity.com,13,554,4
familywatchdog.us,21,496,16
familywatchdog.us,21,496,16
ebay.com,11,1000,7
google,1,840,14
florida,87,221,1
mapquest,88,475,4
ebay,81,395,8
ebay,81,395,8
ebay,83,395,11
games.myspace.com,22,800,33
games.myspace.com,22,800,33
games.myspace.com,22,800,33
games.myspace.com,22,800,33
games.myspace.com,22,800,33
games.myspace.com,22,800,33
games.myspace.com,22,800,33
games.myspace.com,48,800,15
games.myspace.com,48,800,15
games.myspace.com,70,800,2
orbitz,41,625,2
my space.com,82,718,6
my space.com,82,718,6
my space.com,82,718,6
my space.com,82,718,6
my space.com,82,718,6
my space.com,82,718,6
mapquest,20,475,7
orbitz,2,625,1
ask jeeves,2,836,1
mapquest,23,475,16
mapquest,23,475,16
-,18,642,27
www.google,24,179,4
yahoo.com,72,190,3
ebay.com,1,1000,1
ebay.com,8,1000,3
ebay.com,8,1000,3
ebay.com,8,1000,3
ebay.com,9,1000,1
ebay.com,15,1000,3
ebay.com,20,1000,2
ebay.com,25,1000,1
ebay.com,33,1000,6
ebay.com,39,1000,6
ebay.com,39,1000,6
ebay.com,40,1000,3
ebay.com,42,1000,5
ebay.com,42,1000,5
ebay.com,42,1000,5
ebay.com,42,1000,5
ebay.com,43,1000,6
ebay.com,43,1000,6
ebay.com,43,1000,6
ebay.com,49,1000,3
ebay.com,50,1000,4
ebay.com,50,1000,4
ebay.com,62,1000,5
ebay.com,62,1000,5
ebay.com,67,1000,6
ebay.com,67,1000,6
ebay.com,74,1000,2
ebay.com,74,1000,2
ebay.com,86,1000,5
ebay.com,91,1000,1
ebay.com,94,1000,2
ebay,49,395,11
ebay,93,395,13
-,69,642,17
expedia,10,902,5
mapquest,19,475,6
weather,5,808,1
www.google,24,179,4
google,47,840,22
games.myspace.com,65,800,6
games.myspace.com,65,800,6
games.myspace.com,65,800,6
mapquest,24,475,2
yahoo,9,787,5
map quest,32,442,1
yahoo,94,787,6
mapquest,85,475,10
google,1,840,14
-,24,642,14
google,40,840,17
pogo,40,150,5
google,49,840,8
http,52,832,2
google,64,840,28
pogo,64,150,1
free porn,7,916,1
free porn,55,916,1
bankofamerica,98,305,1
yahoo.com,47,190,9
msn.com,85,679,1
yahoo,14,787,18
-,67,642,17
yahoo,67,787,17
-,17,642,25
m,90,255,1
ebay,20,395,12
yahoo.com,11,190,6
google.com,17,621,7
google.com,18,621,6
mapquest,20,475,7
-,10,642,9
-,33,642,5
my space,33,120,1
-,60,642,10
my space,60,120,1
-,74,642,7
my space,74,120,1
-,81,642,13
my space,81,120,1
-,96,642,16
my space,96,120,1
google,42,840,23
google,43,840,27
porn,18,233,1
google,47,840,22
google,94,840,20
google,96,840,20
google,96,840,20
msn.com,47,679,1
-,73,642,11
yahoo.com,73,190,3
google,18,840,23
google,18,840,23
google,18,840,23
google,41,840,32
google,41,840,32
myspace,92,803,6
internet,65,775,4
www.google,23,179,3
yahoo.com,23,190,9
yahoo.com,24,190,1
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
-,78,642,59
yellow pages,60,185,1
ebay,67,395,14
ebay,81,395,8
m,41,255,2
bankofamerica,11,305,1
http,97,832,1
mapquest,23,475,16
yahoo,13,787,7
yahoo,13,787,7
evo.qksrv.net,17,238,2
evo.qksrv.net,17,238,2
-,24,642,14
google,43,840,27
google,67,840,32
google,67,840,32
-,17,642,25
pussy,12,548,2
pussy,12,548,2
pussy,17,548,2
pussy,17,548,2
pussy,85,548,7
pussy,85,548,7
pussy,93,548,3
pussy,93,548,3
http,22,832,3
amazon.com,43,571,1
google,11,840,12
ebay,69,395,8
hotmail.com,17,894,4
hotmail.com,37,894,1
hotmail.com,39,894,3
hotmail.com,64,894,5
google,10,840,15
google,10,840,15
mapquest,11,475,3
mapquest,12,475,5
yahoo,24,787,14
-,11,642,19
mapquest.com,45,451,2
southwest.com,11,945,1
mapquest,14,475,5
mapquest,15,475,5
google,15,840,20
-,43,642,34
google.com,13,621,6
google.com,13,621,6
google,13,840,22
google,13,840,22
ebay.com,33,1000,6
.com,9,746,1
hotmail,28,760,2
hotmail,28,760,2
ask jeeves,29,836,1
hotmail,50,760,1
hotmail,86,760,1
hotmail,88,760,1
amazon.com,25,571,1
pussy,94,548,3
pussy,94,548,3
pussy,94,548,3
http,10,832,4
http,10,832,4
runescape,45,568,1
hotmail.com,52,894,2
internet,40,775,3
ebay,22,395,17
http,81,832,3
ebay,75,395,3
google,19,840,28
google,57,840,8
google,81,840,14
-,13,642,12
american idol,63,223,3
-,23,642,13
www.myspace.com,25,365,3
mapquest,19,475,6
mapquest,68,475,8
mapquest,68,475,8
ebay,68,395,11
irs,93,417,2
irs,93,417,2
horoscope,23,77,4
myspace.com,68,371,6
horoscope,84,77,1
mapquest,55,475,3
-,82,642,16
.com,85,746,4
-,40,642,24
ebay,26,395,5
yahoo.com,20,190,13
yahoo.com,20,190,13
yahoo.com,20,190,13
ebay,92,395,11
ebay,92,395,11
msn,91,382,1
myspace.com,19,371,8
www.myspace.com,19,365,1
google,21,840,22
google,22,840,39
google,22,840,39
-,13,642,12
internet,24,775,4
internet,24,775,4
ebay,45,395,10
mapquest.com,15,451,1
myspace.com,42,371,8
myspace,48,803,6
yellow pages,33,185,3
www.google.com,49,244,3
www.google.com,49,244,3
google,23,840,23
google,23,840,23
google,23,840,23
porn,64,233,1
-,65,642,110
internet,11,775,3
weather,20,808,3
bank of america,5,466,1
bank of america,30,466,2
bank of america,30,466,2
walmart,54,513,1
bank of america,55,466,1
bank of america,67,466,2
myspace.com,22,371,8
myspace.com,22,371,8
myspace.com,74,371,3
myspace.com,96,371,6
myspace layouts,23,609,8
myspace layouts,24,609,3
myspace layouts,24,609,3
myspace layouts,24,609,3
-,44,642,16
myspace layouts,45,609,6
myspace layouts,45,609,6
myspace layouts,45,609,6
myspace layouts,45,609,6
myspace layouts,45,609,6
myspace layouts,45,609,6
google,84,840,31
mapquest,64,475,7
-,8,642,10
.com,13,746,3
.com,13,746,3
-,20,642,18
myspace.com,21,371,6
myspace.com,21,371,6
horoscope,22,77,9
google,17,840,28
google,17,840,28
google,17,840,28
.com,17,746,3
google,22,840,39
http,13,832,3
http,13,832,3
myspace,16,803,5
myspace,16,803,5
myspace,16,803,5
myspace,16,803,5
myspace,16,803,5
my space.com,16,718,1
my space.com,17,718,6
my space.com,17,718,6
my space.com,17,718,6
my space.com,19,718,2
my space.com,19,718,2
my space.com,21,718,1
my space.com,22,718,3
my space.com,23,718,2
my space.com,23,718,2
myspace,45,803,8
myspace,46,803,6
myspace,47,803,8
myspace,47,803,8
myspace,47,803,8
myspace,47,803,8
my space.com,90,718,1
m,41,255,2
m,42,255,2
www.ebay.com,18,31,2
www.yahoo.com,41,16,4
yahoo,25,787,12
map quest,38,442,4
yahoo,49,787,10
google,83,840,24
mapquest,18,475,5
mapquest,85,475,10
yahoo.com,21,190,18
dictionary,92,488,4
ebay,19,395,12
ebay,19,395,12
ebay,83,395,11
ebay,93,395,13
ask jeeves,21,836,7
southwest airlines,33,24,1
orbitz,33,625,1
ebay,33,395,7
