Query,QueryT,QueryTime,Count
google.com,google.com1366,1366,11
google.com,google.com1386,1386,3
google.com,google.com1511,1511,3
ebay,ebay769,769,4
mapquest,mapquest1052,1052,4
google.com,google.com1788,1788,5
google.com,google.com1789,1789,11
google.com,google.com1908,1908,8
google,google1992,1992,16
yahoo.com,yahoo.com1054,1054,5
google.com,google.com2178,2178,9
ebay,ebay597,597,8
google,google1472,1472,2
google,google1808,1808,11
google.com,google.com478,478,6
yahoo.com,yahoo.com881,881,3
google,google1066,1066,5
-,-1329,1329,2
-,-1389,1389,19
yahoo,yahoo1628,1628,8
www.google.com,www.google.com139,139,12
mapquest,mapquest563,563,9
www.google.com,www.google.com802,802,1
www.google.com,www.google.com1839,1839,6
yahoo.com,yahoo.com26,26,2
yahoo.com,yahoo.com1967,1967,11
mapquest,mapquest2187,2187,1
myspace,myspace28,28,2
myspace,myspace37,37,6
myspace,myspace54,54,2
myspace,myspace58,58,4
myspace,myspace59,59,1
myspace,myspace60,60,4
myspace,myspace87,87,6
myspace,myspace178,178,1
myspace,myspace179,179,1
myspace,myspace194,194,2
myspace,myspace226,226,1
myspace,myspace239,239,3
myspace,myspace241,241,7
myspace,myspace251,251,9
myspace,myspace252,252,2
myspace,myspace266,266,2
myspace,myspace286,286,8
myspace,myspace288,288,3
myspace,myspace344,344,3
myspace,myspace346,346,3
myspace,myspace347,347,4
myspace,myspace349,349,1
myspace,myspace361,361,3
myspace,myspace370,370,4
myspace,myspace375,375,1
myspace,myspace434,434,3
myspace,myspace441,441,1
myspace,myspace449,449,4
myspace,myspace471,471,3
myspace,myspace472,472,7
myspace,myspace552,552,5
myspace,myspace555,555,1
myspace,myspace605,605,7
myspace,myspace612,612,1
myspace,myspace614,614,5
myspace,myspace615,615,8
myspace,myspace696,696,4
myspace,myspace698,698,2
myspace,myspace817,817,5
myspace,myspace888,888,3
myspace,myspace950,950,5
mapquest,mapquest1769,1769,2
myspace.com,myspace.com1596,1596,6
myspace.com,myspace.com1601,1601,4
mapquest,mapquest810,810,7
google,google769,769,11
mapquest,mapquest584,584,1
mapquest,mapquest615,615,3
mapquest,mapquest907,907,6
mapquest,mapquest1006,1006,2
mapquest,mapquest1936,1936,8
mapquest,mapquest1953,1953,1
google.com,google.com1304,1304,1
myspace.com,myspace.com755,755,2
yahoo.com,yahoo.com1536,1536,2
-,-145,145,18
myspace.com,myspace.com1050,1050,5
yahoo,yahoo1266,1266,3
mapquest,mapquest1392,1392,4
mapquest,mapquest785,785,10
myspace.com,myspace.com2110,2110,14
google,google1219,1219,25
mapquest,mapquest1797,1797,5
yahoo.com,yahoo.com596,596,8
yahoo.com,yahoo.com1363,1363,5
yahoo.com,yahoo.com1750,1750,10
yahoo.com,yahoo.com1793,1793,7
mapquest,mapquest489,489,6
mapquest,mapquest1352,1352,8
myspace,myspace777,777,2
yahoo.com,yahoo.com137,137,10
yahoo.com,yahoo.com562,562,2
ebay,ebay1927,1927,1
yahoo.com,yahoo.com415,415,1
myspace.com,myspace.com638,638,2
myspace,myspace638,638,3
myspace.com,myspace.com647,647,8
myspace.com,myspace.com808,808,5
myspace.com,myspace.com824,824,1
myspace.com,myspace.com955,955,5
myspace.com,myspace.com995,995,3
myspace.com,myspace.com1002,1002,2
myspace.com,myspace.com1051,1051,2
myspace.com,myspace.com1074,1074,4
myspace.com,myspace.com1080,1080,5
myspace.com,myspace.com1519,1519,1
myspace.com,myspace.com1535,1535,4
myspace.com,myspace.com1559,1559,4
myspace.com,myspace.com1560,1560,10
google.com,google.com1572,1572,3
myspace.com,myspace.com1748,1748,5
myspace.com,myspace.com1836,1836,3
myspace.com,myspace.com1954,1954,4
myspace.com,myspace.com1965,1965,16
myspace.com,myspace.com1966,1966,6
myspace.com,myspace.com1977,1977,3
myspace.com,myspace.com2033,2033,4
myspace.com,myspace.com2035,2035,13
myspace.com,myspace.com2051,2051,1
yahoo.com,yahoo.com135,135,4
yahoo.com,yahoo.com156,156,5
yahoo,yahoo1018,1018,3
yahoo.com,yahoo.com1187,1187,5
yahoo.com,yahoo.com1235,1235,1
google.com,google.com1332,1332,3
mapquest,mapquest1408,1408,3
mapquest,mapquest1548,1548,3
yahoo.com,yahoo.com41,41,3
www.google.com,www.google.com499,499,17
google,google75,75,7
-,-1438,1438,7
-,-1696,1696,1
mapquest,mapquest474,474,7
yahoo,yahoo426,426,16
myspace.com,myspace.com1266,1266,3
mapquest,mapquest36,36,8
ebay,ebay1906,1906,2
myspace.com,myspace.com1609,1609,3
google.com,google.com933,933,2
google.com,google.com1791,1791,8
www.google.com,www.google.com1821,1821,9
-,-361,361,6
yahoo.com,yahoo.com422,422,7
www.google.com,www.google.com1006,1006,3
yahoo,yahoo1672,1672,4
yahoo,yahoo1728,1728,8
myspace.com,myspace.com98,98,4
myspace.com,myspace.com1513,1513,2
myspace.com,myspace.com1530,1530,2
-,-531,531,2
ebay,ebay666,666,7
ebay,ebay711,711,4
ebay,ebay873,873,5
-,-270,270,3
myspace.com,myspace.com558,558,1
yahoo.com,yahoo.com1356,1356,2
myspace.com,myspace.com215,215,3
myspace.com,myspace.com1337,1337,3
myspace.com,myspace.com1512,1512,3
myspace,myspace1707,1707,1
yahoo,yahoo296,296,1
www.google.com,www.google.com401,401,2
www.google.com,www.google.com829,829,1
www.google.com,www.google.com1835,1835,5
www.google.com,www.google.com2080,2080,4
myspace.com,myspace.com2104,2104,5
google.com,google.com680,680,4
myspace.com,myspace.com947,947,1
myspace.com,myspace.com1716,1716,3
myspace,myspace36,36,4
myspace,myspace1763,1763,1
myspace,myspace1885,1885,1
myspace,myspace2085,2085,6
yahoo.com,yahoo.com782,782,5
google.com,google.com1461,1461,8
www.google.com,www.google.com1551,1551,1
myspace,myspace602,602,4
-,-1210,1210,6
yahoo.com,yahoo.com1246,1246,4
yahoo.com,yahoo.com1386,1386,7
www.google.com,www.google.com1247,1247,2
google.com,google.com70,70,7
google,google1316,1316,19
google,google2088,2088,23
google,google2109,2109,16
google,google1453,1453,14
yahoo.com,yahoo.com575,575,8
-,-1346,1346,9
yahoo.com,yahoo.com1030,1030,7
www.google.com,www.google.com1181,1181,1
www.google.com,www.google.com1945,1945,2
www.google.com,www.google.com1956,1956,1
myspace,myspace1297,1297,2
google,google700,700,3
ebay,ebay327,327,5
ebay,ebay1779,1779,2
google,google248,248,8
ebay,ebay394,394,4
myspace,myspace1037,1037,2
myspace,myspace1049,1049,3
myspace,myspace1078,1078,4
myspace,myspace1100,1100,4
myspace,myspace1132,1132,1
myspace,myspace1384,1384,8
www.google.com,www.google.com2008,2008,8
mapquest,mapquest2076,2076,4
google.com,google.com393,393,2
google.com,google.com656,656,2
google.com,google.com802,802,3
yahoo.com,yahoo.com1125,1125,5
-,-577,577,17
google,google6,6,5
myspace.com,myspace.com427,427,3
myspace,myspace427,427,2
google,google1926,1926,4
www.google.com,www.google.com1633,1633,4
-,-292,292,13
-,-1224,1224,12
google.com,google.com1599,1599,12
google.com,google.com874,874,3
google.com,google.com976,976,9
google.com,google.com1003,1003,3
google.com,google.com1401,1401,3
google.com,google.com1402,1402,1
google.com,google.com1501,1501,2
google.com,google.com1509,1509,8
google.com,google.com1823,1823,6
-,-1282,1282,3
mapquest,mapquest765,765,3
-,-487,487,7
myspace.com,myspace.com345,345,1
google,google52,52,2
google.com,google.com53,53,2
myspace,myspace576,576,6
google,google674,674,1
myspace,myspace1002,1002,3
yahoo.com,yahoo.com622,622,7
mapquest,mapquest582,582,1
mapquest,mapquest1848,1848,2
mapquest,mapquest1903,1903,3
mapquest,mapquest263,263,4
yahoo.com,yahoo.com497,497,4
mapquest,mapquest1009,1009,4
yahoo.com,yahoo.com1277,1277,1
-,-1420,1420,5
yahoo.com,yahoo.com1805,1805,2
yahoo.com,yahoo.com1806,1806,3
yahoo.com,yahoo.com1998,1998,3
mapquest,mapquest368,368,5
mapquest,mapquest394,394,3
mapquest,mapquest830,830,5
mapquest,mapquest1142,1142,9
google,google613,613,20
myspace.com,myspace.com73,73,6
myspace.com,myspace.com284,284,3
myspace,myspace300,300,3
myspace.com,myspace.com1987,1987,1
myspace.com,myspace.com2160,2160,10
myspace.com,myspace.com2207,2207,10
mapquest,mapquest1505,1505,1
mapquest,mapquest1618,1618,2
mapquest,mapquest1344,1344,4
yahoo.com,yahoo.com323,323,2
yahoo.com,yahoo.com673,673,3
google,google776,776,2
google,google940,940,3
google,google1044,1044,6
google,google1156,1156,1
yahoo.com,yahoo.com1169,1169,5
ebay,ebay1,1,1
www.google.com,www.google.com1199,1199,2
mapquest,mapquest456,456,2
www.google.com,www.google.com454,454,3
www.google.com,www.google.com204,204,3
ebay,ebay1101,1101,5
mapquest,mapquest2002,2002,2
mapquest,mapquest732,732,4
google.com,google.com1874,1874,4
mapquest,mapquest111,111,4
mapquest,mapquest349,349,1
mapquest,mapquest513,513,3
mapquest,mapquest546,546,4
mapquest,mapquest711,711,3
mapquest,mapquest730,730,4
mapquest,mapquest1622,1622,6
mapquest,mapquest1645,1645,6
ebay,ebay472,472,2
myspace.com,myspace.com756,756,4
yahoo.com,yahoo.com2205,2205,9
yahoo.com,yahoo.com2207,2207,9
google,google99,99,2
-,-31,31,3
myspace.com,myspace.com1846,1846,8
yahoo.com,yahoo.com2152,2152,6
google.com,google.com921,921,2
ebay,ebay1036,1036,3
mapquest,mapquest1235,1235,5
myspace.com,myspace.com1536,1536,10
myspace.com,myspace.com887,887,3
myspace.com,myspace.com1738,1738,3
myspace.com,myspace.com834,834,2
ebay,ebay608,608,5
myspace.com,myspace.com1017,1017,2
yahoo.com,yahoo.com96,96,5
yahoo.com,yahoo.com139,139,11
myspace.com,myspace.com179,179,1
myspace.com,myspace.com227,227,2
yahoo.com,yahoo.com227,227,2
yahoo.com,yahoo.com252,252,2
myspace.com,myspace.com420,420,3
myspace.com,myspace.com782,782,4
myspace.com,myspace.com836,836,3
myspace.com,myspace.com874,874,5
myspace.com,myspace.com996,996,5
myspace.com,myspace.com1318,1318,3
myspace.com,myspace.com1355,1355,4
myspace.com,myspace.com1789,1789,2
myspace.com,myspace.com1892,1892,7
myspace.com,myspace.com1895,1895,7
yahoo.com,yahoo.com2038,2038,6
yahoo.com,yahoo.com2088,2088,4
yahoo.com,yahoo.com2089,2089,4
myspace.com,myspace.com2128,2128,8
google.com,google.com2138,2138,4
myspace.com,myspace.com2157,2157,7
yahoo.com,yahoo.com2184,2184,10
www.google.com,www.google.com1218,1218,1
mapquest,mapquest135,135,8
mapquest,mapquest1450,1450,5
mapquest,mapquest259,259,2
yahoo.com,yahoo.com288,288,2
yahoo.com,yahoo.com310,310,2
yahoo.com,yahoo.com492,492,7
yahoo.com,yahoo.com515,515,5
yahoo.com,yahoo.com519,519,8
yahoo.com,yahoo.com541,541,7
yahoo.com,yahoo.com624,624,2
yahoo.com,yahoo.com625,625,3
yahoo.com,yahoo.com636,636,1
yahoo.com,yahoo.com660,660,4
yahoo.com,yahoo.com688,688,3
yahoo.com,yahoo.com717,717,5
yahoo.com,yahoo.com742,742,4
yahoo.com,yahoo.com935,935,2
myspace.com,myspace.com980,980,6
yahoo.com,yahoo.com1007,1007,5
yahoo.com,yahoo.com1045,1045,4
yahoo.com,yahoo.com1129,1129,1
yahoo.com,yahoo.com1168,1168,10
yahoo.com,yahoo.com1198,1198,3
yahoo.com,yahoo.com1200,1200,3
yahoo.com,yahoo.com1210,1210,2
yahoo.com,yahoo.com1211,1211,2
yahoo.com,yahoo.com1271,1271,7
yahoo.com,yahoo.com1330,1330,2
yahoo.com,yahoo.com1336,1336,1
yahoo.com,yahoo.com1369,1369,2
yahoo.com,yahoo.com1382,1382,3
yahoo.com,yahoo.com1462,1462,3
yahoo.com,yahoo.com1477,1477,3
yahoo.com,yahoo.com1479,1479,8
myspace.com,myspace.com1483,1483,11
yahoo.com,yahoo.com1484,1484,3
yahoo.com,yahoo.com1503,1503,6
yahoo.com,yahoo.com1537,1537,4
yahoo.com,yahoo.com1546,1546,1
yahoo.com,yahoo.com1550,1550,5
yahoo.com,yahoo.com1553,1553,5
yahoo.com,yahoo.com1584,1584,5
yahoo.com,yahoo.com1681,1681,3
yahoo.com,yahoo.com1695,1695,5
yahoo.com,yahoo.com2031,2031,4
yahoo.com,yahoo.com2177,2177,3
yahoo.com,yahoo.com2179,2179,2
yahoo.com,yahoo.com2198,2198,2
mapquest,mapquest192,192,4
ebay,ebay744,744,7
ebay,ebay1105,1105,5
ebay,ebay1736,1736,3
mapquest,mapquest1895,1895,10
ebay,ebay1260,1260,8
ebay,ebay2146,2146,4
mapquest,mapquest516,516,9
mapquest,mapquest1034,1034,1
mapquest,mapquest1219,1219,3
mapquest,mapquest1227,1227,3
mapquest,mapquest1306,1306,1
mapquest,mapquest1334,1334,2
mapquest,mapquest1634,1634,1
-,-160,160,11
-,-847,847,3
yahoo.com,yahoo.com6,6,2
yahoo.com,yahoo.com9,9,2
yahoo.com,yahoo.com29,29,1
yahoo.com,yahoo.com30,30,1
yahoo.com,yahoo.com52,52,1
yahoo.com,yahoo.com53,53,1
yahoo.com,yahoo.com55,55,2
yahoo.com,yahoo.com78,78,2
yahoo.com,yahoo.com84,84,6
yahoo.com,yahoo.com102,102,3
yahoo.com,yahoo.com115,115,7
yahoo.com,yahoo.com124,124,2
yahoo.com,yahoo.com126,126,2
yahoo.com,yahoo.com149,149,2
yahoo.com,yahoo.com174,174,2
yahoo.com,yahoo.com177,177,6
yahoo.com,yahoo.com179,179,5
yahoo.com,yahoo.com200,200,1
yahoo.com,yahoo.com222,222,1
yahoo.com,yahoo.com231,231,6
yahoo.com,yahoo.com232,232,2
yahoo.com,yahoo.com245,245,1
yahoo.com,yahoo.com246,246,2
yahoo.com,yahoo.com292,292,2
yahoo.com,yahoo.com294,294,1
yahoo.com,yahoo.com318,318,1
yahoo.com,yahoo.com341,341,1
yahoo.com,yahoo.com365,365,5
yahoo.com,yahoo.com366,366,1
yahoo.com,yahoo.com413,413,2
yahoo.com,yahoo.com414,414,1
yahoo.com,yahoo.com509,509,1
yahoo.com,yahoo.com511,511,4
yahoo.com,yahoo.com534,534,1
yahoo.com,yahoo.com557,557,2
yahoo.com,yahoo.com582,582,3
yahoo.com,yahoo.com655,655,2
yahoo.com,yahoo.com678,678,1
yahoo.com,yahoo.com703,703,2
yahoo.com,yahoo.com847,847,1
yahoo.com,yahoo.com870,870,5
yahoo.com,yahoo.com879,879,3
yahoo.com,yahoo.com894,894,1
yahoo.com,yahoo.com917,917,3
yahoo.com,yahoo.com966,966,3
yahoo.com,yahoo.com976,976,13
yahoo.com,yahoo.com989,989,1
yahoo.com,yahoo.com1014,1014,2
yahoo.com,yahoo.com1023,1023,2
yahoo.com,yahoo.com1039,1039,1
yahoo.com,yahoo.com1062,1062,1
yahoo.com,yahoo.com1066,1066,1
yahoo.com,yahoo.com1085,1085,1
yahoo.com,yahoo.com1086,1086,1
yahoo.com,yahoo.com1094,1094,8
yahoo.com,yahoo.com1110,1110,1
yahoo.com,yahoo.com1158,1158,2
yahoo.com,yahoo.com1181,1181,1
yahoo.com,yahoo.com1182,1182,1
yahoo.com,yahoo.com1204,1204,1
yahoo.com,yahoo.com1206,1206,2
yahoo.com,yahoo.com1230,1230,1
yahoo.com,yahoo.com1254,1254,1
yahoo.com,yahoo.com1259,1259,1
yahoo.com,yahoo.com1276,1276,3
yahoo.com,yahoo.com1287,1287,5
yahoo.com,yahoo.com1301,1301,3
yahoo.com,yahoo.com1310,1310,2
yahoo.com,yahoo.com1324,1324,1
yahoo.com,yahoo.com1326,1326,1
yahoo.com,yahoo.com1362,1362,2
yahoo.com,yahoo.com1372,1372,4
yahoo.com,yahoo.com1375,1375,4
yahoo.com,yahoo.com1383,1383,1
yahoo.com,yahoo.com1396,1396,4
yahoo.com,yahoo.com1398,1398,1
yahoo.com,yahoo.com1406,1406,4
yahoo.com,yahoo.com1419,1419,3
yahoo.com,yahoo.com1422,1422,2
yahoo.com,yahoo.com1430,1430,5
yahoo.com,yahoo.com1444,1444,1
yahoo.com,yahoo.com1446,1446,1
yahoo.com,yahoo.com1456,1456,9
yahoo.com,yahoo.com1470,1470,3
yahoo.com,yahoo.com1481,1481,6
yahoo.com,yahoo.com1493,1493,5
yahoo.com,yahoo.com1494,1494,2
yahoo,yahoo1504,1504,5
yahoo.com,yahoo.com1515,1515,1
yahoo.com,yahoo.com1518,1518,2
yahoo.com,yahoo.com1540,1540,4
yahoo.com,yahoo.com1542,1542,1
yahoo.com,yahoo.com1566,1566,3
yahoo.com,yahoo.com1578,1578,5
yahoo.com,yahoo.com1589,1589,1
yahoo,yahoo1611,1611,2
yahoo.com,yahoo.com1611,1611,1
yahoo.com,yahoo.com1625,1625,1
yahoo.com,yahoo.com1637,1637,1
yahoo.com,yahoo.com1638,1638,1
yahoo.com,yahoo.com1660,1660,3
yahoo.com,yahoo.com1662,1662,2
yahoo.com,yahoo.com1687,1687,4
yahoo.com,yahoo.com1708,1708,2
yahoo.com,yahoo.com1733,1733,1
yahoo.com,yahoo.com1738,1738,2
yahoo.com,yahoo.com1744,1744,5
yahoo.com,yahoo.com1756,1756,2
yahoo.com,yahoo.com1782,1782,1
yahoo.com,yahoo.com1803,1803,5
yahoo.com,yahoo.com1808,1808,6
yahoo.com,yahoo.com1829,1829,3
yahoo.com,yahoo.com1878,1878,1
yahoo.com,yahoo.com1890,1890,10
yahoo.com,yahoo.com1901,1901,8
yahoo.com,yahoo.com1907,1907,1
yahoo.com,yahoo.com1936,1936,3
yahoo.com,yahoo.com1949,1949,1
yahoo.com,yahoo.com1950,1950,1
yahoo.com,yahoo.com1972,1972,2
yahoo.com,yahoo.com1973,1973,1
yahoo.com,yahoo.com1974,1974,3
yahoo.com,yahoo.com1983,1983,4
yahoo.com,yahoo.com1997,1997,2
yahoo.com,yahoo.com2021,2021,1
yahoo.com,yahoo.com2022,2022,4
yahoo.com,yahoo.com2045,2045,1
yahoo.com,yahoo.com2046,2046,2
yahoo.com,yahoo.com2055,2055,9
yahoo.com,yahoo.com2093,2093,2
yahoo.com,yahoo.com2094,2094,2
yahoo.com,yahoo.com2107,2107,2
yahoo.com,yahoo.com2116,2116,1
yahoo.com,yahoo.com2118,2118,2
yahoo.com,yahoo.com2129,2129,3
yahoo.com,yahoo.com2140,2140,1
yahoo.com,yahoo.com2142,2142,2
yahoo.com,yahoo.com2163,2163,4
yahoo.com,yahoo.com2165,2165,6
yahoo.com,yahoo.com2174,2174,1
yahoo.com,yahoo.com2190,2190,1
mapquest,mapquest1023,1023,2
google.com,google.com1885,1885,2
google.com,google.com328,328,5
google.com,google.com329,329,10
google.com,google.com1066,1066,3
google.com,google.com1362,1362,3
google.com,google.com1378,1378,2
www.google.com,www.google.com1387,1387,5
www.google.com,www.google.com1601,1601,3
google.com,google.com1601,1601,6
google.com,google.com1652,1652,5
www.google.com,www.google.com1654,1654,3
www.google.com,www.google.com1709,1709,1
myspace.com,myspace.com392,392,3
myspace.com,myspace.com939,939,3
myspace.com,myspace.com940,940,3
myspace.com,myspace.com1410,1410,4
myspace.com,myspace.com1919,1919,10
google.com,google.com2128,2128,10
yahoo.com,yahoo.com706,706,5
yahoo.com,yahoo.com409,409,7
-,-793,793,10
myspace.com,myspace.com119,119,18
myspace.com,myspace.com254,254,10
myspace.com,myspace.com304,304,4
myspace.com,myspace.com333,333,8
myspace.com,myspace.com336,336,2
myspace.com,myspace.com359,359,4
myspace.com,myspace.com499,499,2
google.com,google.com668,668,14
google.com,google.com744,744,3
google.com,google.com1596,1596,9
google.com,google.com1677,1677,4
myspace.com,myspace.com1739,1739,3
-,-26,26,3
yahoo.com,yahoo.com521,521,2
google.com,google.com596,596,3
myspace.com,myspace.com867,867,3
ebay,ebay206,206,3
ebay,ebay509,509,2
mapquest,mapquest791,791,4
ebay,ebay911,911,3
myspace.com,myspace.com881,881,3
google.com,google.com840,840,1
mapquest,mapquest92,92,5
mapquest,mapquest1987,1987,6
mapquest,mapquest1121,1121,3
google.com,google.com1187,1187,3
google,google988,988,1
google,google1179,1179,3
yahoo.com,yahoo.com1185,1185,1
myspace,myspace1624,1624,6
www.google.com,www.google.com1631,1631,5
google.com,google.com1223,1223,2
google,google147,147,3
mapquest,mapquest277,277,4
google.com,google.com498,498,4
myspace.com,myspace.com1677,1677,3
mapquest,mapquest381,381,6
mapquest,mapquest1654,1654,5
mapquest,mapquest1676,1676,2
mapquest,mapquest433,433,3
mapquest,mapquest602,602,1
google.com,google.com353,353,16
google,google1089,1089,2
google,google1137,1137,9
google,google1280,1280,8
google,google1473,1473,6
google,google1771,1771,9
google,google1772,1772,9
google,google1810,1810,10
myspace,myspace1832,1832,1
google,google1881,1881,4
google,google1882,1882,7
myspace.com,myspace.com1891,1891,13
myspace,myspace1963,1963,8
myspace,myspace2203,2203,3
mapquest,mapquest1247,1247,4
mapquest,mapquest308,308,8
ebay,ebay344,344,2
yahoo.com,yahoo.com103,103,3
yahoo.com,yahoo.com104,104,3
google,google2193,2193,6
www.google.com,www.google.com1109,1109,2
www.google.com,www.google.com2141,2141,2
myspace.com,myspace.com1336,1336,1
yahoo,yahoo2110,2110,9
yahoo,yahoo2111,2111,1
yahoo,yahoo2123,2123,10
myspace,myspace2146,2146,3
myspace,myspace2148,2148,5
myspace,myspace856,856,4
myspace,myspace1688,1688,1
myspace,myspace1695,1695,3
myspace.com,myspace.com1701,1701,9
myspace.com,myspace.com1840,1840,5
myspace,myspace957,957,4
myspace,myspace1458,1458,2
yahoo,yahoo1458,1458,11
ebay,ebay908,908,6
www.google.com,www.google.com840,840,2
www.google.com,www.google.com860,860,5
www.google.com,www.google.com1191,1191,1
www.google.com,www.google.com1968,1968,4
google,google481,481,11
google,google723,723,2
google,google748,748,4
mapquest,mapquest1057,1057,3
yahoo,yahoo1402,1402,12
mapquest,mapquest34,34,2
ebay,ebay1094,1094,4
mapquest,mapquest1223,1223,2
mapquest,mapquest1272,1272,5
myspace.com,myspace.com1585,1585,5
myspace.com,myspace.com1817,1817,6
yahoo.com,yahoo.com939,939,3
yahoo,yahoo1515,1515,9
google,google291,291,3
google,google704,704,6
google,google767,767,15
-,-1558,1558,1
mapquest,mapquest2208,2208,4
google.com,google.com347,347,2
google.com,google.com710,710,3
yahoo,yahoo649,649,4
yahoo,yahoo695,695,9
yahoo,yahoo936,936,6
mapquest,mapquest936,936,1
yahoo,yahoo1153,1153,5
yahoo,yahoo1176,1176,12
yahoo,yahoo1946,1946,5
myspace,myspace355,355,6
ebay,ebay356,356,12
myspace.com,myspace.com327,327,2
mapquest,mapquest224,224,5
mapquest,mapquest1432,1432,5
google,google2136,2136,8
www.google.com,www.google.com498,498,1
ebay,ebay756,756,4
myspace,myspace50,50,1
ebay,ebay78,78,2
myspace,myspace338,338,2
myspace.com,myspace.com605,605,3
myspace.com,myspace.com1656,1656,5
myspace,myspace1994,1994,6
mapquest,mapquest1979,1979,5
mapquest,mapquest1282,1282,3
yahoo,yahoo738,738,24
www.google.com,www.google.com678,678,1
www.google.com,www.google.com906,906,4
-,-463,463,2
www.google.com,www.google.com1391,1391,1
www.google.com,www.google.com1321,1321,1
ebay,ebay1098,1098,3
ebay,ebay1981,1981,3
yahoo.com,yahoo.com346,346,3
myspace.com,myspace.com687,687,4
myspace.com,myspace.com1571,1571,3
myspace.com,myspace.com1655,1655,6
yahoo,yahoo417,417,6
myspace.com,myspace.com951,951,5
yahoo,yahoo1731,1731,3
myspace.com,myspace.com48,48,3
myspace.com,myspace.com133,133,5
myspace.com,myspace.com156,156,3
myspace.com,myspace.com207,207,5
myspace.com,myspace.com349,349,4
myspace.com,myspace.com373,373,2
myspace.com,myspace.com599,599,4
myspace.com,myspace.com811,811,6
myspace.com,myspace.com974,974,4
myspace.com,myspace.com1053,1053,6
myspace.com,myspace.com1117,1117,2
yahoo.com,yahoo.com1143,1143,2
yahoo.com,yahoo.com1220,1220,3
myspace.com,myspace.com1922,1922,5
myspace.com,myspace.com2065,2065,9
myspace.com,myspace.com2152,2152,11
myspace.com,myspace.com2153,2153,6
-,-225,225,7
yahoo.com,yahoo.com1608,1608,9
yahoo.com,yahoo.com1843,1843,17
google.com,google.com609,609,2
mapquest,mapquest2206,2206,3
myspace.com,myspace.com2087,2087,3
www.google.com,www.google.com429,429,13
ebay,ebay987,987,2
myspace,myspace1467,1467,4
myspace,myspace1780,1780,5
yahoo.com,yahoo.com1343,1343,5
ebay,ebay2161,2161,2
myspace.com,myspace.com1777,1777,7
myspace.com,myspace.com1141,1141,2
ebay,ebay980,980,5
mapquest,mapquest1772,1772,8
www.google.com,www.google.com130,130,3
yahoo,yahoo1126,1126,13
google,google1064,1064,8
-,-1170,1170,7
yahoo,yahoo2013,2013,9
google.com,google.com283,283,4
myspace.com,myspace.com674,674,4
yahoo.com,yahoo.com854,854,5
myspace,myspace409,409,5
myspace,myspace755,755,4
yahoo.com,yahoo.com1724,1724,8
myspace.com,myspace.com2024,2024,2
myspace,myspace2024,2024,1
myspace,myspace382,382,4
myspace,myspace517,517,4
myspace,myspace531,531,1
myspace,myspace532,532,1
myspace,myspace581,581,2
-,-1276,1276,6
mapquest,mapquest696,696,7
google.com,google.com2185,2185,4
google.com,google.com224,224,1
google.com,google.com425,425,8
ebay,ebay1450,1450,4
google.com,google.com132,132,1
yahoo.com,yahoo.com2104,2104,3
myspace.com,myspace.com260,260,7
myspace.com,myspace.com1684,1684,2
yahoo,yahoo2100,2100,8
myspace.com,myspace.com204,204,2
myspace.com,myspace.com374,374,3
myspace.com,myspace.com494,494,12
myspace.com,myspace.com495,495,2
myspace.com,myspace.com803,803,3
myspace.com,myspace.com938,938,1
myspace.com,myspace.com1077,1077,5
myspace.com,myspace.com1166,1166,6
myspace.com,myspace.com1380,1380,5
myspace.com,myspace.com1526,1526,3
myspace.com,myspace.com1674,1674,7
myspace.com,myspace.com1888,1888,5
myspace.com,myspace.com2005,2005,7
-,-1257,1257,5
yahoo.com,yahoo.com1480,1480,2
mapquest,mapquest1044,1044,7
google,google1614,1614,3
myspace,myspace253,253,2
myspace,myspace265,265,1
myspace,myspace433,433,4
myspace,myspace468,468,1
myspace,myspace470,470,3
myspace,myspace474,474,2
myspace,myspace949,949,3
myspace,myspace953,953,6
myspace,myspace959,959,6
myspace.com,myspace.com1081,1081,3
myspace,myspace1168,1168,6
myspace,myspace1169,1169,2
myspace,myspace2065,2065,5
myspace,myspace2158,2158,7
google,google1946,1946,6
-,-851,851,8
google.com,google.com366,366,1
mapquest,mapquest682,682,7
myspace,myspace1362,1362,2
myspace,myspace1610,1610,4
mapquest,mapquest1917,1917,5
www.google.com,www.google.com1207,1207,2
myspace,myspace2134,2134,3
yahoo.com,yahoo.com698,698,2
yahoo.com,yahoo.com998,998,2
yahoo.com,yahoo.com1513,1513,4
-,-226,226,11
yahoo.com,yahoo.com2067,2067,2
ebay,ebay897,897,3
www.google.com,www.google.com1897,1897,6
-,-511,511,5
myspace.com,myspace.com114,114,1
myspace.com,myspace.com209,209,9
myspace.com,myspace.com256,256,1
myspace.com,myspace.com283,283,8
myspace.com,myspace.com330,330,2
myspace.com,myspace.com395,395,1
myspace.com,myspace.com591,591,5
myspace.com,myspace.com805,805,3
mapquest,mapquest1183,1183,4
www.google.com,www.google.com433,433,1
www.google.com,www.google.com1497,1497,3
www.google.com,www.google.com1692,1692,1
myspace.com,myspace.com603,603,1
-,-36,36,9
google.com,google.com1750,1750,5
myspace.com,myspace.com1802,1802,5
-,-1360,1360,4
google,google2001,2001,4
-,-457,457,8
yahoo.com,yahoo.com1556,1556,5
yahoo,yahoo81,81,4
yahoo,yahoo129,129,7
yahoo,yahoo157,157,14
yahoo,yahoo181,181,2
yahoo,yahoo182,182,9
yahoo,yahoo202,202,6
yahoo,yahoo226,226,4
